codigo_original;codigo_pai;insumo;quant_utilizada;ult_compra_custo_utilizado
BECHD0000003148;BECHD0000003148;MPAKK0000004636;1;10,12
BECHD0000003148;BECHD0000003148;MPAKK0000004639;1;3,08
BECHD0000003148;BECHD0000003148;MPAKK0000004669;1;0,935
BECHD0000003148;BECHD0000003148;MPAKK0000004713;1;0,33
BECHD0000003148;BECHD0000003148;MPAKK0000004885;1;0,418
BECHD0000003148;BECHD0000003148;MPAKM0000003924;1;0,605
BECHD0000003148;BECHD0000003148;MPAKM0000004754;1;4,18
BECHD0000003148;BECHD0000003148;MPAKM0000004767;1;23,1
BECHD0000003148;BECHD0000003148;MPAKX0000000070;0,333333;1,976331357
BECHD0000003148;BECHD0000003148;MPAME0000000067;3;0,99
BECHD0000003148;BECHD0000003148;MPANK0000000031;0,21;1,3167
BECHD0000003148;BECHD0000003148;MPANS0000000035;1;0,033
BECHD0000003148;MNJVS0000002852;MPAQA0000000003;0,06;0,0188298
BECHD0000003148;BECHD0000003148;MPARC0000000042;1;23,1
BECHD0000003148;BECHD0000003148;MPBPJ0000001145;4;20,328
BECHD0000003148;BECHD0000003148;MPBPJ0000001147;1;0,77
BECHD0000003148;BECHD0000003148;MPBPJ0000001149;1;0,99
BECHD0000003148;BECHD0000003148;MPBPJ0000001150;1;0,99
BECHD0000003148;BECHD0000003148;MPBPJ0000001151;1;0,11
BECHD0000003148;BECHD0000003148;MPBPJ0000001152;1;0,44
BECHD0000003148;BECHD0000003148;MPBPJ0000001153;1;0,44
BECHD0000003148;BECHD0000003148;MPBPJ0000001154;1;2,585
BECHD0000003148;BECHD0000003148;MPBPJ0000001155;1;0,088
BECHD0000003148;BECHD0000003148;MPBPJ0000001156;1;9,13
BECHD0000003148;BECHD0000003148;MPBPJ0000001157;1;2,31
BECHD0000003148;BECHD0000003148;MPBPJ0000001158;1;1,76
BECHD0000003148;BECHD0000003148;MPBPJ0000001159;1;5,06
BECHD0000003148;BECHD0000003148;MPBPJ0000001160;1;2,123
BECHD0000003148;BECHD0000003148;MPBPJ0000001161;1;1,606
BECHD0000003148;BECHD0000003148;MPBPJ0000001162;1;0,913
BECHD0000003148;BECHD0000003148;MPBPJ0000001196;1;9,812
BECHD0000003148;BECHD0000003148;MPBPJ0000001197;1;6,402
BECHD0000003148;BECHD0000003148;MPBPJ0000001198;1;1,562
BECHD0000003148;BECHD0000003148;MPBPJ0000001199;1;6,6
BECHD0000003148;BECHD0000003148;MPBPJ0000001200;1;0,22
BECHD0000003148;BECHD0000003148;MPBPJ0000001201;1;0,66
BECHD0000003148;BECHD0000003148;MQX1709;0,00175;0,4626545
BECHD0000003149;BECHD0000003149;ERX0248;0,333333;0,027133306
BECHD0000003149;BECHD0000003149;MILPK0000000129;1;0,275
BECHD0000003149;BECHD0000003149;MILPK0000000134;1;0,594
BECHD0000003149;BECHD0000003149;MILPK0000000195;1;0,2233
BECHD0000003149;BECHD0000003149;MILPK0000000196;2;0,4466
BECHD0000003149;BECHD0000003149;MILPK0000000197;0,4;0,04532
BECHD0000003149;MNJVS0000002818;MILPK0000000198;2;0,095018
BECHD0000003149;BECHD0000003149;MILRR0000000009;0,018;0,008294616
BECHD0000003149;BECHD0000003149;MPAAP0000000164;1;0,44
BECHD0000003149;BECHD0000003149;MPABR0000004576;1;42,405
BECHD0000003149;BECHD0000003149;MPABR0000004578;1;15,95
BECHD0000003149;BECHD0000003149;MPABR0000004604;1;14,3
BECHD0000003149;MNJVS0000002816;MPAKG0000005006;1;0,594
BECHD0000003149;BECHD0000003149;MPAKG0000007241;1;0,319
BECHD0000003149;BECHD0000003149;MPAKK0000004639;1;3,08
BECHD0000003149;BECHD0000003149;MPAKK0000004669;1;0,935
BECHD0000003149;BECHD0000003149;MPAKK0000004713;1;0,33
BECHD0000003149;BECHD0000003149;MPAKK0000004714;1;8,096
BECHD0000003149;BECHD0000003149;MPAKK0000004885;1;0,418
BECHD0000003149;BECHD0000003149;MPAKM0000003924;1;0,605
BECHD0000003149;BECHD0000003149;MPAKM0000004754;1;4,18
BECHD0000003149;BECHD0000003149;MPAKM0000004767;1;23,1
BECHD0000003149;BECHD0000003149;MPAKX0000000070;0,333333;1,976331357
BECHD0000003149;BECHD0000003149;MPAME0000000067;3;0,99
BECHD0000003149;BECHD0000003149;MPANK0000000031;0,21;1,3167
BECHD0000003149;BECHD0000003149;MPANS0000000035;1;0,033
BECHD0000003149;MNJVS0000002816;MPAQA0000000003;0,06;0,0188298
BECHD0000003149;BECHD0000003149;MPARA0000000061;1;23,1
BECHD0000003149;BECHD0000003149;MPBPJ0000001140;1;5,412
BECHD0000003149;BECHD0000003149;MPBPJ0000001142;1;2,772
BECHD0000003149;BECHD0000003149;MPBPJ0000001143;1;1,012
BECHD0000003149;BECHD0000003149;MPBPJ0000001144;1;5,72
BECHD0000003149;BECHD0000003149;MPBPJ0000001145;4;20,328
BECHD0000003149;BECHD0000003149;MPBPJ0000001146;1;0,22
BECHD0000003149;BECHD0000003149;MPBPJ0000001147;1;0,77
BECHD0000003149;BECHD0000003149;MPBPJ0000001148;1;0,22
BECHD0000003149;BECHD0000003149;MPBPJ0000001149;1;0,99
BECHD0000003149;BECHD0000003149;MPBPJ0000001150;1;0,99
BECHD0000003149;BECHD0000003149;MPBPJ0000001151;1;0,11
BECHD0000003149;BECHD0000003149;MPBPJ0000001152;1;0,44
BECHD0000003149;BECHD0000003149;MPBPJ0000001153;1;0,44
BECHD0000003149;BECHD0000003149;MPBPJ0000001154;1;2,585
BECHD0000003149;BECHD0000003149;MPBPJ0000001155;1;0,088
BECHD0000003149;BECHD0000003149;MPBPJ0000001156;1;9,13
BECHD0000003149;BECHD0000003149;MPBPJ0000001157;1;2,31
BECHD0000003149;BECHD0000003149;MPBPJ0000001158;1;1,76
BECHD0000003149;BECHD0000003149;MPBPJ0000001159;1;5,06
BECHD0000003149;BECHD0000003149;MPBPJ0000001160;1;2,123
BECHD0000003149;BECHD0000003149;MPBPJ0000001161;1;1,606
BECHD0000003149;BECHD0000003149;MPBPJ0000001162;1;0,913
BECHD0000003149;BECHD0000003149;MQX1709;0,00175;0,4626545
BECHD0000003150;BECHD0000003150;ERX0248;0,333333;0,027133306
BECHD0000003150;BECHD0000003150;MILPK0000000129;1;0,275
BECHD0000003150;BECHD0000003150;MILPK0000000134;1;0,594
BECHD0000003150;BECHD0000003150;MILPK0000000195;1;0,2233
BECHD0000003150;BECHD0000003150;MILPK0000000196;2;0,4466
BECHD0000003150;BECHD0000003150;MILPK0000000197;0,4;0,04532
BECHD0000003150;MNJVS0000002819;MILPK0000000198;2;0,095018
BECHD0000003150;BECHD0000003150;MILRR0000000009;0,018;0,008294616
BECHD0000003150;BECHD0000003150;MPAAP0000000164;1;0,44
BECHD0000003150;BECHD0000003150;MPABR0000004515;1;38,94
BECHD0000003150;BECHD0000003150;MPABR0000004518;1;14,96
BECHD0000003150;BECHD0000003150;MPABR0000004566;1;12,1
BECHD0000003150;MNJVS0000002817;MPAKG0000005006;1;0,594
BECHD0000003150;BECHD0000003150;MPAKG0000007242;1;0,319
BECHD0000003150;BECHD0000003150;MPAKK0000004639;1;3,08
BECHD0000003150;BECHD0000003150;MPAKK0000004669;1;0,935
BECHD0000003150;BECHD0000003150;MPAKK0000004713;1;0,33
BECHD0000003150;BECHD0000003150;MPAKK0000004714;1;8,096
BECHD0000003150;BECHD0000003150;MPAKK0000004885;1;0,418
BECHD0000003150;BECHD0000003150;MPAKM0000003924;1;0,605
BECHD0000003150;BECHD0000003150;MPAKM0000004754;1;4,18
BECHD0000003150;BECHD0000003150;MPAKM0000004767;1;23,1
BECHD0000003150;BECHD0000003150;MPAKX0000000070;0,333333;1,976331357
BECHD0000003150;BECHD0000003150;MPAME0000000067;3;0,99
BECHD0000003150;BECHD0000003150;MPANK0000000031;0,21;1,3167
BECHD0000003150;BECHD0000003150;MPANS0000000035;1;0,033
BECHD0000003150;MNJVS0000002817;MPAQA0000000003;0,06;0,0188298
BECHD0000003150;BECHD0000003150;MPARC0000000042;1;23,1
BECHD0000003150;BECHD0000003150;MPBPJ0000001141;1;5,412
BECHD0000003150;BECHD0000003150;MPBPJ0000001142;1;2,772
BECHD0000003150;BECHD0000003150;MPBPJ0000001143;1;1,012
BECHD0000003150;BECHD0000003150;MPBPJ0000001144;1;5,72
BECHD0000003150;BECHD0000003150;MPBPJ0000001145;4;20,328
BECHD0000003150;BECHD0000003150;MPBPJ0000001146;1;0,22
BECHD0000003150;BECHD0000003150;MPBPJ0000001147;1;0,77
BECHD0000003150;BECHD0000003150;MPBPJ0000001148;1;0,22
BECHD0000003150;BECHD0000003150;MPBPJ0000001149;1;0,99
BECHD0000003150;BECHD0000003150;MPBPJ0000001150;1;0,99
BECHD0000003150;BECHD0000003150;MPBPJ0000001151;1;0,11
BECHD0000003150;BECHD0000003150;MPBPJ0000001152;1;0,44
BECHD0000003150;BECHD0000003150;MPBPJ0000001153;1;0,44
BECHD0000003150;BECHD0000003150;MPBPJ0000001154;1;2,585
BECHD0000003150;BECHD0000003150;MPBPJ0000001155;1;0,088
BECHD0000003150;BECHD0000003150;MPBPJ0000001156;1;9,13
BECHD0000003150;BECHD0000003150;MPBPJ0000001157;1;2,31
BECHD0000003150;BECHD0000003150;MPBPJ0000001158;1;1,76
BECHD0000003150;BECHD0000003150;MPBPJ0000001159;1;5,06
BECHD0000003150;BECHD0000003150;MPBPJ0000001160;1;2,123
BECHD0000003150;BECHD0000003150;MPBPJ0000001161;1;1,606
BECHD0000003150;BECHD0000003150;MPBPJ0000001162;1;0,913
BECHD0000003150;BECHD0000003150;MQX1709;0,00175;0,4626545
BECHS0000002257;BECHS0000002257;EAX1001;1;0,11
BECHS0000002257;BECHS0000002257;ERX0248;0,25;0,02035
BECHS0000002257;BECHS0000002257;ERX1049;1;0,02596
BECHS0000002257;MPBSD0000000747;MEX0038;0,12;0,10510764
BECHS0000002257;MPAEA0000000505;MEX0113;0,017;0,011033
BECHS0000002257;MPBSD0000000749;MEX6185;0,45;0,2774574
BECHS0000002257;MPBSD0000000747;MEX6187;0,29;0,17880588
BECHS0000002257;BECHS0000002257;MILPK0000000138;1;0,03267
BECHS0000002257;BECHS0000002257;MILPK0000000197;0,25;0,028325
BECHS0000002257;BECHS0000002257;MILRR0000000009;0,0135;0,006220962
BECHS0000002257;BECHS0000002257;MPADC0000000293;1;3,858712
BECHS0000002257;MPAEA0000000505;MPAEA0000000376;1;5,555
BECHS0000002257;MPAEA0000000505;MPAEC0000000061;1;0,336611
BECHS0000002257;MPAEA0000000505;MPAEC0000000094;1;0,109714
BECHS0000002257;MPAEA0000000505;MPAEC0000000097;1;0,299156
BECHS0000002257;MPAEA0000000505;MPAED0000000006;2;0,076736
BECHS0000002257;MPAEA0000000505;MPAED0000000045;1;0,185251
BECHS0000002257;MPAEA0000000505;MPAEM0000000018;1;1,179574
BECHS0000002257;MPAEA0000000505;MPAEP0000000173;1;2,486
BECHS0000002257;MPAEA0000000505;MPAER0000000036;6;0,046794
BECHS0000002257;MPAEA0000000505;MPAER0000000037;1;0,007799
BECHS0000002257;MPAEA0000000505;MPAER0000000044;1;0,019789
BECHS0000002257;MPAEA0000000505;MPAER0000000045;1;0,002398
BECHS0000002257;MPAEA0000000505;MPAER0000000094;1;0,019789
BECHS0000002257;MPAEA0000000505;MPAER0000000110;1;0,007799
BECHS0000002257;MPAEA0000000505;MPAER0000000142;1;0,007799
BECHS0000002257;MPAEA0000000505;MPAER0000000148;1;0,007799
BECHS0000002257;MPAEA0000000505;MPAER0000000154;1;0,078463
BECHS0000002257;MPAEA0000000505;MPAER0000000156;1;0,019789
BECHS0000002257;MPAEA0000000505;MPAER0000000179;2;0,039578
BECHS0000002257;MPAEA0000000505;MPAER0000000187;1;0,014993
BECHS0000002257;MPBSS0000000551;MPAER0000000201;1;0,568348
BECHS0000002257;MPAEA0000000505;MPAET0000000014;1;0,356367
BECHS0000002257;MPAEA0000000505;MPAEW0000000040;3;0,316536
BECHS0000002257;BECHS0000002257;MPAHC0000000013;4;1,529088
BECHS0000002257;BECHS0000002257;MPAKK0000004855;1;3,003
BECHS0000002257;BECHS0000002257;MPAKL0000007143;1;0,34056
BECHS0000002257;BECHS0000002257;MPAKM0000004188;1;0,1364
BECHS0000002257;BECHS0000002257;MPAKX0000000066;0,166667;0,436334206
BECHS0000002257;MPAEA0000000505;MPALF0000000010;1;0,128293
BECHS0000002257;MPAEA0000000505;MPALL0000000047;6;0,463716
BECHS0000002257;BECHS0000002257;MPAME0000000055;5;0,257675
BECHS0000002257;BECHS0000002257;MPAMK0000000026;1;0,099099
BECHS0000002257;BECHS0000002257;MPAMK0000000027;2;0,151844
BECHS0000002257;MEX6320;MPAMM0000000441;0,009244;0,164491156
BECHS0000002257;MNJVS0000001460;MPAMT0000000134;2;5,808
BECHS0000002257;BECHS0000002257;MPANK0000000020;0,001628;0,250717999
BECHS0000002257;MPBSS0000000551;MPANK0000000023;1;0,461846
BECHS0000002257;BECHS0000002257;MPANK0000000024;0,07;0,0560021
BECHS0000002257;MPAEA0000000505;MPAPJ0000000214;1;0,912549
BECHS0000002257;MPBPJ0000000763;MPAPM0000000108;0,000069;0,009961875
BECHS0000002257;MPBPJ0000000766;MPAPR0000000087;0,003655;0,241186538
BECHS0000002257;MPBPJ0000000766;MPAPR0000000128;0,1195;3,262585057
BECHS0000002257;MPBPJ0000000770;MPAPR0000000131;0,003223;0,093765811
BECHS0000002257;MPBPJ0000000763;MPAPR0000000135;0,002293;0,074612459
BECHS0000002257;BECHS0000002257;MPAQP0000000088;0,000035;0,02717022
BECHS0000002257;MPBSS0000000444;MPAQP0000000091;0,046;5,401044
BECHS0000002257;MPAEA0000000505;MPBPJ0000000765;1;0,130966
BECHS0000002257;MPBSS0000000551;MPBSS0000000443;1;1,1704
BECHS0000002257;MPBPJ0000000727;MQX0035;0,005444;0,371189477
BECHS0000002257;MPBSS0000000444;MQX0173;0,0046;0,5537664
BECHS0000002257;BECHS0000002257;MQX1709;0,000095;0,02511553
BECHS0000002257;MPBPJ0000000764;MQX1747;0,000025;0,009566975
BECHS0000002257;BECHS0000002257;MQX2238;0,000012;0,001541496
BECHS0000002257;BECHS0000002257;MQX2239;0,00006;0,0049764
BECHS0000002584;MNJVS0000001576;EAX1001;1;0,11
BECHS0000002584;MNJVS0000001576;ERX0248;0,166666;0,013566612
BECHS0000002584;MNJVS0000001576;ERX1049;1;0,02596
BECHS0000002584;MPANS0000000031;MEX0038;0,12;0,10510764
BECHS0000002584;MPADR0000000114;MEX6185;0,37;0,22813164
BECHS0000002584;MPADR0000000112;MEX6187;0,37;0,22813164
BECHS0000002584;MNJVS0000001576;MILPK0000000138;1;0,03267
BECHS0000002584;MNJVS0000001576;MILPK0000000169;1;0,132
BECHS0000002584;MNJVS0000001576;MILPK0000000197;0,166666;0,018883258
BECHS0000002584;MNJVS0000001576;MILRR0000000009;0,009;0,004147308
BECHS0000002584;MNJVS0000001575;MPADC0000000292;1;5,145745
BECHS0000002584;MPAEA0000000504;MPAEA0000000268;1;3,311
BECHS0000002584;MPAEA0000000504;MPAED0000000037;1;0,034881
BECHS0000002584;MPAEA0000000504;MPAEP0000000143;1;0,737
BECHS0000002584;MPAEA0000000504;MPAER0000000270;1;0,017215
BECHS0000002584;MPAEA0000000504;MPAEW0000000111;1;0,756613
BECHS0000002584;MNJVS0000001575;MPAHC0000000012;4;1,540308
BECHS0000002584;MNJVS0000001576;MPAKK0000003996;1;6,27
BECHS0000002584;MNJVS0000001576;MPAKM0000003745;1;0,1892
BECHS0000002584;MNJVS0000001576;MPAKX0000000066;0,166667;0,436334206
BECHS0000002584;MPAEA0000000504;MPALL0000000271;1;0,141174
BECHS0000002584;MNJVS0000001575;MPAME0000000055;5;0,257675
BECHS0000002584;MNJVS0000001575;MPAMK0000000026;1;0,099099
BECHS0000002584;MNJVS0000001575;MPAMK0000000027;2;0,151844
BECHS0000002584;MEX6320;MPAMM0000000441;0,009244;0,164491156
BECHS0000002584;MNJVS0000001575;MPAMT0000000136;2;5,808
BECHS0000002584;MNJVS0000001575;MPANK0000000020;0,001628;0,250717999
BECHS0000002584;MPAEA0000000504;MPAPJ0000000214;1;0,912549
BECHS0000002584;MPBPJ0000000831;MPAPM0000000046;0,000086;0,008936862
BECHS0000002584;MPBPJ0000000833;MPAPR0000000088;0,003141;0,449307078
BECHS0000002584;MPBPJ0000000831;MPAPR0000000128;0,124098;3,388119501
BECHS0000002584;MPBPJ0000000728;MPAPR0000000135;0,000356;0,011583967
BECHS0000002584;MPBSS0000000462;MPAQP0000000098;0,046;3,076986
BECHS0000002584;MPBSS0000000462;MPAQP0000000099;0,0115;0,462484
BECHS0000002584;MPBSS0000000462;MPAQP0000000100;0,0115;0,7750655
BECHS0000002584;MPBPJ0000000727;MQX0035;0,005444;0,371189477
BECHS0000002584;MNJVS0000001578;MQX0080;0,000035;0,02535148
BECHS0000002584;MNJVS0000001578;MQX0081;0,000035;0,02218447
BECHS0000002584;MNJVS0000001575;MQX1709;0,000075;0,01982805
BECHS0000002584;MNJVS0000001578;MQX2238;0,000014;0,001798412
BECHS0000002584;MNJVS0000001578;MQX2239;0,00014;0,0116116
BECHS0000002598;BECHS0000002598;EAX1001;1;0,11
BECHS0000002598;BECHS0000002598;ERX0248;0,125;0,010175
BECHS0000002598;BECHS0000002598;MEX2021;4;1,172028
BECHS0000002598;BECHS0000002598;MEX6161;0,05;0,0214445
BECHS0000002598;MPBSD0000000666;MEX6185;0,35;0,2158002
BECHS0000002598;MPBSD0000000665;MEX6187;0,35;0,2158002
BECHS0000002598;BECHS0000002598;MILPK0000000138;1;0,03267
BECHS0000002598;BECHS0000002598;MILPK0000000197;0,1075;0,01217975
BECHS0000002598;BECHS0000002598;MILRR0000000009;0,00688;0,003170387
BECHS0000002598;BECHS0000002598;MMX6059;4;0,181896
BECHS0000002598;BECHS0000002598;MMX8005;1;0,159478
BECHS0000002598;MNJVS0000001654;MPADC0000000295;1;3,067779
BECHS0000002598;BECHS0000002598;MPAKG0000006499;1;0,044
BECHS0000002598;BECHS0000002598;MPAKK0000004242;1;1,463
BECHS0000002598;BECHS0000002598;MPAKM0000003744;1;0,1474
BECHS0000002598;BECHS0000002598;MPAKX0000000064;0,125;0,3355
BECHS0000002598;MQX2097;MPAMM0000000441;0,00608;0,10818977
BECHS0000002598;MNJVS0000001654;MPAMT0000000133;2;4,268
BECHS0000002598;BECHS0000002598;MPANK0000000020;0,001628;0,250717999
BECHS0000002598;MPBPJ0000000585;MPAPM0000000123;0,000993;0,037584514
BECHS0000002598;MPBPJ0000000586;MPAPR0000000146;0,098513;1,857866912
BECHS0000002598;BECHS0000002598;MPAQP0000000122;0,00005;0,02234705
BECHS0000002598;BECHS0000002598;MPBDB0000000020;1;0,602184
BECHS0000002598;BECHS0000002598;MQX1709;0,000193;0,051024182
BECHS0000002598;BECHS0000002598;MQX2238;0,00001;0,00128458
BECHS0000002598;BECHS0000002598;MQX2239;0,0001;0,008294
BECHS0000002747;BECHS0000002747;EAX1001;1;0,11
BECHS0000002747;BECHS0000002747;ERX0248;0,166667;0,013566694
BECHS0000002747;MPBSD0000000747;MEX0038;0,12;0,10510764
BECHS0000002747;MPAEA0000000505;MEX0113;0,017;0,011033
BECHS0000002747;MPBSD0000000749;MEX6185;0,45;0,2774574
BECHS0000002747;MPBSD0000000747;MEX6187;0,29;0,17880588
BECHS0000002747;BECHS0000002747;MILPK0000000138;1;0,03267
BECHS0000002747;BECHS0000002747;MILPK0000000197;0,166667;0,018883371
BECHS0000002747;BECHS0000002747;MILRR0000000009;0,009;0,004147308
BECHS0000002747;MNJVS0000001721;MPADC0000000295;1;3,067779
BECHS0000002747;MPAEA0000000505;MPAEA0000000376;1;5,555
BECHS0000002747;MPAEA0000000505;MPAEC0000000061;1;0,336611
BECHS0000002747;MPAEA0000000505;MPAEC0000000094;1;0,109714
BECHS0000002747;MPAEA0000000505;MPAEC0000000097;1;0,299156
BECHS0000002747;MPAEA0000000505;MPAED0000000006;2;0,076736
BECHS0000002747;MPAEA0000000505;MPAED0000000045;1;0,185251
BECHS0000002747;MPAEA0000000505;MPAEM0000000018;1;1,179574
BECHS0000002747;MPAEA0000000505;MPAEP0000000173;1;2,486
BECHS0000002747;MPAEA0000000505;MPAER0000000036;6;0,046794
BECHS0000002747;MPAEA0000000505;MPAER0000000037;1;0,007799
BECHS0000002747;MPAEA0000000505;MPAER0000000044;1;0,019789
BECHS0000002747;MPAEA0000000505;MPAER0000000045;1;0,002398
BECHS0000002747;MPAEA0000000505;MPAER0000000094;1;0,019789
BECHS0000002747;MPAEA0000000505;MPAER0000000110;1;0,007799
BECHS0000002747;MPAEA0000000505;MPAER0000000142;1;0,007799
BECHS0000002747;MPAEA0000000505;MPAER0000000148;1;0,007799
BECHS0000002747;MPAEA0000000505;MPAER0000000154;1;0,078463
BECHS0000002747;MPAEA0000000505;MPAER0000000156;1;0,019789
BECHS0000002747;MPAEA0000000505;MPAER0000000179;2;0,039578
BECHS0000002747;MPAEA0000000505;MPAER0000000187;1;0,014993
BECHS0000002747;MPBSS0000000551;MPAER0000000201;1;0,568348
BECHS0000002747;MPAEA0000000505;MPAET0000000014;1;0,356367
BECHS0000002747;MPAEA0000000505;MPAEW0000000040;3;0,316536
BECHS0000002747;BECHS0000002747;MPAHC0000000013;4;1,529088
BECHS0000002747;BECHS0000002747;MPAKG0000006817;1;0,0792
BECHS0000002747;BECHS0000002747;MPAKK0000004854;1;1,87
BECHS0000002747;BECHS0000002747;MPAKM0000004187;1;0,1364
BECHS0000002747;BECHS0000002747;MPAKX0000000066;0,166667;0,436334206
BECHS0000002747;MPAEA0000000505;MPALF0000000010;1;0,128293
BECHS0000002747;MPAEA0000000505;MPALL0000000047;6;0,463716
BECHS0000002747;BECHS0000002747;MPAME0000000055;5;0,257675
BECHS0000002747;BECHS0000002747;MPAMK0000000026;1;0,099099
BECHS0000002747;BECHS0000002747;MPAMK0000000027;2;0,151844
BECHS0000002747;MEX6320;MPAMM0000000441;0,009244;0,164491156
BECHS0000002747;BECHS0000002747;MPAMT0000000127;2;4,680786
BECHS0000002747;BECHS0000002747;MPANK0000000020;0,001628;0,250717999
BECHS0000002747;MPBSS0000000551;MPANK0000000023;1;0,461846
BECHS0000002747;BECHS0000002747;MPANK0000000024;0,07;0,0560021
BECHS0000002747;MPAEA0000000505;MPAPJ0000000214;1;0,912549
BECHS0000002747;MPBPJ0000000763;MPAPM0000000108;0,000069;0,009961875
BECHS0000002747;MPBPJ0000000766;MPAPR0000000087;0,003655;0,241186538
BECHS0000002747;MPBPJ0000000766;MPAPR0000000128;0,1195;3,262585057
BECHS0000002747;MPBPJ0000000770;MPAPR0000000131;0,003223;0,093765811
BECHS0000002747;MPBPJ0000000763;MPAPR0000000135;0,002293;0,074612459
BECHS0000002747;BECHS0000002747;MPAQP0000000063;0,000035;0,012961025
BECHS0000002747;MPBSS0000000456;MPAQP0000000081;0,036024;3,435212616
BECHS0000002747;MPBSS0000000456;MPAQP0000000123;0,005402;0,442753322
BECHS0000002747;MPAEA0000000505;MPBPJ0000000765;1;0,130966
BECHS0000002747;MPBSS0000000551;MPBSS0000000443;1;1,1704
BECHS0000002747;MPBPJ0000000727;MQX0035;0,005444;0,371189477
BECHS0000002747;BECHS0000002747;MQX1709;0,000095;0,02511553
BECHS0000002747;MPBPJ0000000764;MQX1747;0,000025;0,009566975
BECHS0000002747;BECHS0000002747;MQX2238;0,000012;0,001541496
BECHS0000002747;BECHS0000002747;MQX2239;0,000095;0,0078793
BECHS0000002751;BECHS0000002751;EAX1001;1;0,11
BECHS0000002751;BECHS0000002751;ERX0248;0,125;0,010175
BECHS0000002751;BECHS0000002751;MEX2021;4;1,172028
BECHS0000002751;BECHS0000002751;MEX6161;0,05;0,0214445
BECHS0000002751;MPBSD0000000666;MEX6185;0,35;0,2158002
BECHS0000002751;MPBSD0000000665;MEX6187;0,35;0,2158002
BECHS0000002751;BECHS0000002751;MILPK0000000138;1;0,03267
BECHS0000002751;BECHS0000002751;MILPK0000000197;0,1075;0,01217975
BECHS0000002751;BECHS0000002751;MILRR0000000009;0,00675;0,003110481
BECHS0000002751;BECHS0000002751;MMX6059;4;0,181896
BECHS0000002751;BECHS0000002751;MMX8005;1;0,159478
BECHS0000002751;MNJVS0000002471;MPADC0000000295;1;3,067779
BECHS0000002751;BECHS0000002751;MPAKG0000006499;1;0,044
BECHS0000002751;BECHS0000002751;MPAKK0000004670;1;1,617
BECHS0000002751;BECHS0000002751;MPAKM0000003744;1;0,1474
BECHS0000002751;BECHS0000002751;MPAKX0000000064;0,125;0,3355
BECHS0000002751;MQX2097;MPAMM0000000441;0,00608;0,10818977
BECHS0000002751;BECHS0000002751;MPAMT0000000128;2;3,211714
BECHS0000002751;BECHS0000002751;MPANK0000000020;0,001628;0,250717999
BECHS0000002751;MPBPJ0000001032;MPAPM0000000127;0,00307;0,49138727
BECHS0000002751;MPBPJ0000001032;MPAPR0000000132;0,09969;3,139608448
BECHS0000002751;BECHS0000002751;MPBDB0000000020;1;0,602184
BECHS0000002751;BECHS0000002751;MQX1709;0,000193;0,051024182
BECHS0000002751;BECHS0000002751;MQX1747;0,000064;0,024491456
BECHS0000002751;BECHS0000002751;MQX2238;0,000013;0,001669954
BECHS0000002751;BECHS0000002751;MQX2239;0,000128;0,01061632
BECHS0000002758;BECHS0000002758;EAX1001;1;0,11
BECHS0000002758;BECHS0000002758;ERX0248;0,125;0,010175
BECHS0000002758;MPAEA0000000510;MEX0010;1;0,029667
BECHS0000002758;MPAEA0000000510;MEX0064;1;1,101661
BECHS0000002758;MPAEA0000000510;MEX1793;1;0,027836813
BECHS0000002758;BECHS0000002758;MEX2021;4;1,172028
BECHS0000002758;MPAEA0000000510;MEX5004;1;2,197654169
BECHS0000002758;MPBSD0000000670;MEX6185;0,27;0,16647444
BECHS0000002758;MPBSD0000000668;MEX6187;0,27;0,16647444
BECHS0000002758;MPAEA0000000510;MEX6223;1;0,548526
BECHS0000002758;BECHS0000002758;MILPK0000000138;1;0,03267
BECHS0000002758;BECHS0000002758;MILPK0000000197;0,1075;0,01217975
BECHS0000002758;BECHS0000002758;MILRR0000000009;0,00675;0,003110481
BECHS0000002758;BECHS0000002758;MMX6059;4;0,181896
BECHS0000002758;BECHS0000002758;MMX8005;1;0,159478
BECHS0000002758;MNJVS0000002475;MPADC0000000295;1;3,067779
BECHS0000002758;MPAEA0000000510;MPAEP0000000170;1;1,353
BECHS0000002758;BECHS0000002758;MPAKG0000006498;1;0,11
BECHS0000002758;BECHS0000002758;MPAKK0000004853;1;1,804
BECHS0000002758;BECHS0000002758;MPAKM0000004186;1;0,2123
BECHS0000002758;BECHS0000002758;MPAKX0000000064;0,125;0,3355
BECHS0000002758;MQX2097;MPAMM0000000441;0,00608;0,10818977
BECHS0000002758;BECHS0000002758;MPAMT0000000132;2;4,268
BECHS0000002758;BECHS0000002758;MPANK0000000020;0,001628;0,250717999
BECHS0000002758;MPBPJ0000000586;MPAPM0000000123;0,000743;0,028122149
BECHS0000002758;MPBPJ0000000594;MPAPR0000000135;0,001258;0,040934354
BECHS0000002758;MPBPJ0000000589;MPAPR0000000136;0,0008;0,017185124
BECHS0000002758;MPBPJ0000000586;MPAPR0000000146;0,100305;1,891662427
BECHS0000002758;BECHS0000002758;MPAQP0000000128;0,000064;0,037208512
BECHS0000002758;MPAEA0000000510;MPBDB0000000020;1;0,602184
BECHS0000002758;MPAEA0000000510;MPBSS0000000539;1;4,62
BECHS0000002758;BECHS0000002758;MQX1709;0,00075;0,1982805
BECHS0000002758;BECHS0000002758;MQX1747;0,000064;0,024491456
